title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
World Snooker Championship  Season 2007 08,DS,Sports,Sony Computer Entertainment,7,2,7,175,3.17,2.17,5.06,6.36,16.76,5.23,2007
The Sims 2  Mansion & Garden Stuff,PC,Simulation,Electronic Arts,3,10,1,44,3.2,3.44,5.95,4.17,16.76,7.88,2008
Oretachi Game Center Zoku  Contra,PS2,Shooter,Activision,10,3,7,226,3.73,4.07,2.7,6.26,16.76,4.75,2006
Never7 〜the end of infinity〜,PC,Adventure,Omega,6,4,3,217,2.27,1.41,3.14,2.08,8.9,5.37,2003
J.B. Harold  Blue Chicago Blues,PC,Adventure,Amazon Game Studios,4,3,8,239,6.11,1.71,5.19,2.68,15.69,6.83,2001
Gradius,PSN,Shooter,Omega,6,1,7,291,5.05,4.4,3.58,3.73,16.76,4.76,2010
Tayutama  Kiss on my Deity,PC,Adventure,IBM,10,9,9,128,5.4,3.45,3.35,4.56,16.76,6.47,2008
Winx Club  Believix in You ,DS,Adventure,Ubisoft,10,2,3,154,6.37,2.86,1.2,6.33,16.76,1.77,2009
Speedboat GP,PS2,Racing,Ubisoft,5,7,8,121,5.07,3.11,3.48,5.1,16.76,4.13,2006
Winter Sports 2011,PC,Sports,Omega,6,9,1,205,3.62,7.49,2.93,2.72,16.76,3.18,2016
Pro Cycling Manager Season 2006  Le Tour de France,PC,Sports,IBM,1,4,10,175,3.52,3.55,3.33,6.35,16.75,7.66,2006
PDC World Championship Darts,PS2,Sports,Sony Computer Entertainment,10,6,6,12,7.65,1.78,1.9,5.42,16.75,3.15,2006
RTL Biathlon 2007,PS2,Sports,Activision,10,1,2,165,6.8,2.42,2.82,4.71,16.75,6.63,2006
Sunset,Linux,Adventure,IBM,6,4,1,258,2.71,4.84,2.78,6.42,16.75,6.93,2015
Evochron Alliance,PC,Simulation,Electronic Arts,6,6,2,243,1.54,8,3.32,3.89,16.75,1.15,2019
JoJos Fashion Show,PC,Simulation,Activision,7,6,1,145,7.86,3.64,3.95,1.29,16.74,5.4,2008
Petz  Dogz Pack,DS,Simulation,Ubisoft,10,6,8,271,3.9,7.01,2.29,3.54,16.74,4.47,2008
Oretachi Game Center  Thunder Cross,PS2,Shooter,Frontier Developments,1,5,10,114,6.77,1.08,1.9,6.98,16.73,5.14,2007
G Darius,PC,Shooter,Electronic Arts,1,7,4,93,1.98,1.62,2.42,3.7,9.72,7.44,2001
Midsummer Night,PC,Adventure,Ubisoft,7,3,3,0.1,7.91,2.51,4.25,2.05,16.72,3.13,2016
Rapid Reload,PSN,Shooter,Sony Computer Entertainment,10,1,2,181,6.91,5.07,1.61,3.13,16.72,6.79,2007
Battlefield 1943,PSN,Shooter,Electronic Arts,8.5,8.5,7,96,6.48,3.86,2.91,3.46,16.71,1.72,2009
Ford Racing Off Road,PC,Racing,Electronic Arts,8,7,1,70,6.67,2.11,1.43,6.5,16.71,4.26,2008
Days of Thunder  NASCAR Edition,PSN,Racing,Amazon Game Studios,10,8,1,281,7.02,1.35,1.84,6.5,16.71,5.65,2011
Bugsnax,PS5,Adventure,IBM,8,1,8,36,7.91,4.92,1.66,2.22,16.71,5.84,2020
UberSoldier,PC,Shooter,Frontier Developments,10,1,10,93,4.76,3.07,5.39,3.48,16.7,4.78,2006
Pe 2  Dive Bomber,PC,Simulation,Amazon Game Studios,2,6,5,205,5.72,3.37,5.34,2.27,16.7,7.84,2007
Archibalds Adventures,PSN,Puzzle,Frontier Developments,7,5,10,173,6.14,4.36,4.12,2.08,16.7,2.73,2010
Th3 Plan,PS2,Shooter,Ubisoft,3,10,10,226,6.75,4.94,1.51,3.49,16.69,2.16,2007
Saka Agari Hurricane,PC,Adventure,Sony Computer Entertainment,10,9,8,213,5.71,4.53,5.39,1.06,16.69,6.76,2008
Ziro,PC,Puzzle,Ubisoft,5,3,4,284,1.94,3.98,5.74,5.03,16.69,3,2009
Hustle Kings,PSN,Sports,Electronic Arts,8.5,8.5,10,261,3.96,2.34,4.04,6.35,16.69,3.74,2010
Tom Clancys Rainbow Six  Quarantine,PS5,Shooter,Ubisoft,8,8,6,20,5.19,3.91,4.39,3.2,16.69,6.64,2020
Sankei Sports Kanshuu  Keiba Ryoku Nintei Shiken  Baken DS,DS,Sports,Frontier Developments,7,6,6,275,2.89,4.25,5.65,3.89,16.68,2.19,2007
Idol Janshi Suchi Pai III Remix,DS,Adventure,Sony Computer Entertainment,3,7,8,24,4.51,3.73,4.78,3.66,16.68,5.2,2007
Zone of the Enders  The 2nd Runner MARS,PC,Simulation,Electronic Arts,9,8,3,196,2.41,4.01,4.77,5.49,16.68,4.91,2018
Kitchen Scramble,PC,Simulation,Frontier Developments,7,5,5,209,2.15,4.31,4.28,5.94,16.68,5.55,2013
The Scourge Project,PC,Shooter,Electronic Arts,10,10,5,46,7.32,5.49,1.14,2.73,16.68,6.56,2013
Akagawa Jirou  Yasoukyoku 2,PSN,Adventure,Activision,10,9,8,197,5.78,5.18,1.35,4.37,16.68,7.3,2010
The Inner World  The Last Wind Monk,PC,Puzzle,Electronic Arts,8,9,2,167,7.88,1.56,5.73,1.5,16.67,4.18,2017
Blazing Beaks,PC,Board Game,Electronic Arts,7,2,3,7,6.13,1.16,4.94,4.43,16.66,4.97,2019
Riot  Civil Unrest,PS4,Simulation,Omega,10,7,2,58,7.68,3.19,3.05,2.74,16.66,4.2,2019
Simple 1500 Series Vol. 81  The Renai Adventure   Okaeri ,PS,Adventure,Electronic Arts,9,4,5,244,6.26,2.78,5.23,3.02,17.29,3.29,2001
Simple 1500 Series Vol. 74  The Horror Mystery,PS,Adventure,Ubisoft,6,5,4,161,6.97,1.77,2.39,5.71,16.84,1.85,2001
Simple 1500 Series Vol. 59  The Suiri ~IT Tantei  18 no Jikenbo~,PS,Adventure,Sony Computer Entertainment,5,2,7,146,2.76,1.31,1.1,5.9,11.07,6.57,2001
Simple 1500 Series Vol. 31  The Sound Novel,PS,Adventure,Activision,4,1,5,99,3.22,2.5,2.5,4.27,12.49,3,2000
N.E.R.O.  Nothing Ever Remains Obscure,PS4,Adventure,Amazon Game Studios,8,3,7,100,2.64,6.76,1.72,5.54,16.66,6.61,2018
Xpand Rally,PC,Racing,Omega,6,6,2,48,1.3,7.85,2.28,5.23,16.66,3.32,2006
Simple 2000 Series Vol. 9  The Renai Adventure   Bittersweet Fools,PS2,Adventure,Sony Computer Entertainment,4,5,9,15,2.48,4.63,4.02,3.05,14.18,4.09,2002
Simple 2000 Series Vol. 67  The Suiri ~Soshite Daremo Inakunatta~,PS2,Adventure,Activision,5,3,10,127,6.2,1.13,5.15,3.44,15.92,5.96,2004
Simple 2000 Series Vol. 58  The Gekai,PS2,Adventure,Electronic Arts,4,2,1,55,5.74,1.7,2.32,6.78,16.54,5.92,2004
Koi to Namida,PS2,Adventure,Omega,3,6,2,41,7.89,4.15,5.76,4.5,22.3,3.34,2004
Simple 2000 Series Vol. 43  The Saiban,PS2,Adventure,Amazon Game Studios,3,8,1,94,6.3,4.01,1.33,1.57,13.21,7.17,2003
Simple 2000 Series Vol. 38  The Yuujou Adventure  Hotaru Soul,PS2,Adventure,IBM,6,2,10,117,4.37,3.58,1.85,5.3,15.1,6.48,2003
Simple 2000 Series Vol. 34  The Renai Horror Adventure   Hyouryuu Shoujo,PS2,Adventure,Frontier Developments,3,5,1,194,1.08,1.75,4.76,4.53,12.12,4.13,2003
Simple 2000 Series Vol. 19  The Renai Simulation   Renai Kissa Watashi ni Oma Cafe,PS2,Adventure,Sony Computer Entertainment,3,4,10,177,5.34,1.6,3.21,6.6,16.75,3.15,2002
Simple 2000 Series Vol. 13  The Renai Adventure 2   Jo no Ko no Tameno,PS2,Adventure,Activision,9,4,2,43,1.35,1.75,5.85,2.18,11.13,7.7,2002
Sensible Soccer 2006,PS2,Sports,Activision,2,1,2,141,4.68,3.28,2.98,5.71,16.65,4.95,2006
Sea Monsters  A Prehistoric Adventure,PS2,Adventure,Activision,4,9,3,236,5.14,2.81,3.41,5.29,16.65,5.72,2008
Blackwell Unbound,PC,Adventure,Omega,5,10,5,23,5.5,4.96,1.26,4.92,16.64,1.24,2008
7 Wonders II,PC,Puzzle,Sony Computer Entertainment,5,3,5,289,6.38,2.9,2.54,4.82,16.64,5.37,2007
Yin Yang  Another X Change,PC,Adventure,Electronic Arts,7,10,10,96,2.63,4.61,5.83,3.57,16.64,4.12,2006
Mahjong Zen,PC,Puzzle,Electronic Arts,8,9,7,137,7.21,2.08,4.57,2.78,16.64,5.3,2011
Agatha Christie  Double Murder Mystery Pack,PC,Adventure,Omega,1,5,4,146,3.04,7.33,4.3,1.97,16.64,2.56,2007
Last Escort  Kurochou Special Night,PS2,Adventure,Ubisoft,10,10,6,239,5.59,3.07,2.87,5.1,16.63,5.55,2006
Escape Plan,PS4,Puzzle,Electronic Arts,10,5,9,277,1.99,7.3,1.53,5.81,16.63,7.78,2013
Everyday Shooter,PSN,Shooter,Electronic Arts,7.7,8.4,7,52,2.05,2.51,5.16,6.91,16.63,4.8,2007
Iconoclasts,PC,Board Game,Sony Computer Entertainment,10,9.5,9,4,7.6,1.14,2.19,5.69,16.62,4.24,2018
Akagi  Yami ni Furitatta Tensai,PS2,Adventure,Ubisoft,7,7,1,213,5.62,3.77,4.85,5.87,20.11,7.52,2002
AFL Challenge,PSN,Sports,Electronic Arts,8,3,8,162,3.06,4.55,5.6,3.41,16.62,5.02,2010
Breach & Clear,PC,Simulation,Electronic Arts,9,4,4,0.18,2.67,5.6,2.15,6.2,16.62,1.21,2018
The New Adventures of Moomin  The Mysterious Howling,DS,Adventure,Ubisoft,5,4,3,263,7.07,3.94,1.67,3.93,16.61,4.56,2009
Lost Secrets  Caribbean Explorer   Secrets of the Sea,PC,Puzzle,Activision,1,4,4,39,1.73,4.36,5.93,4.58,16.6,4.9,2009
Simple 1500 Series Vol. 99  The Kendo,PS,Fighting,Sony Computer Entertainment,1,9,3,225,3.84,2.86,5.21,5.85,17.76,2.1,2002
Simple 1500 Series Vol. 58  The Sumo,PS,Fighting,Activision,5,6,1,124,3.48,1.19,4.86,4.57,14.1,4.96,2001
Simple 1500 Series Vol. 52  The Pro Wrestling 2,PS,Fighting,Electronic Arts,4,9,5,123,1.08,4.02,3.53,3.56,12.19,7.67,2000
Sakigake   Otokojuku,PS2,Fighting,Omega,7,1,5,135,6.9,4.62,5.72,3.78,21.02,7.77,2005
Strikers 1945 Plus,PSN,Shooter,Electronic Arts,10,1,2,119,5.52,2.09,2.78,6.21,16.6,3.7,2009
Tales of Monkey Island,PSN,Adventure,Frontier Developments,10,7,4,240,7.45,6.91,1.21,1.03,16.6,3.57,2010
Rocketmen  It Came from Uranus,PSN,Shooter,Amazon Game Studios,5,2,10,271,6.41,4.55,1.42,4.21,16.59,4.28,2008
Gran Turismo 5 Prologue,PS3,Racing,Activision,8.4,8.3,2,5.35,4.27,5.67,1.33,5.32,16.59,7.18,2008
Tom Clancys Ghost Recon Breakpoint,PS4,Shooter,Ubisoft,7,3,1,208,5.06,6.02,3.55,1.96,16.59,3.69,2019
Dragon Dance,DS,Puzzle,Amazon Game Studios,3,2,9,158,4.73,7.92,2.68,1.25,16.58,4.77,2009
Alien Hominid,PC,Shooter,Omega,8,3,5,143,1.53,4.26,4.47,6.32,16.58,5.08,2006
Kurohyou  Ryu ga Gotoku Shinshou,PSN,Adventure,Ubisoft,8,8,3,35,7.42,2.21,3.08,3.86,16.57,2.94,2010
Animal Planet  Pet Vet,DS,Simulation,Activision,9,7,10,254,4.7,4.4,5.46,2,16.56,4.93,2009
Simple 1500 Series Vol. 51  The Jigsaw Puzzle,PS,Puzzle,Activision,5,1,1,72,1.53,4.21,5.21,1.11,12.06,2.91,2000
Simple 1500 Series Vol. 37  The Illustration Puzzle and Slide Puzzle,PS,Puzzle,Electronic Arts,7,8,4,276,3.66,1.78,1.69,5.34,12.47,5.5,2000
Simple 1500 Series Hello Kitty Vol. 3  Hello Kitty Block Kuzushi,PS,Puzzle,Ubisoft,3,4,6,78,6.12,3.29,5.31,2.46,17.18,2.49,2001
Simple 1500 Series Hello Kitty Vol. 2  Hello Kitty Illust Puzzle,PS,Puzzle,Sony Computer Entertainment,5,2,4,249,1.01,2.82,5.52,1.48,10.83,2.21,2001
Simple 2000 Series Vol. 62  The Super Puzzle Bobble DX,PS2,Puzzle,Activision,7,5,4,43,6.49,1.08,5.13,2.84,15.54,2.89,2004
Simple 2000 Series Vol. 4  The Double Mahjong Puzzle,PS2,Puzzle,Electronic Arts,1,5,3,137,1.76,1.5,1.2,4.99,9.45,3,2002
Pizza Morgana,PC,Adventure,Omega,10,9,3,281,4.27,3.15,5.13,4.01,16.56,3.13,2009
Wildlife Park 2,PC,Simulation,Omega,6,9,5,242,4.99,4.56,4.43,2.58,16.56,4.54,2006
NASCAR Heat 5,PC,Racing,Frontier Developments,6,1,7,168,3.03,4,2.84,6.69,16.56,2.28,2020
Magic Carpet,PSN,Shooter,Sony Computer Entertainment,9,6,4,255,3.82,3.63,3.8,5.31,16.56,2.6,2010
Parallax,PC,Puzzle,Electronic Arts,8,6,8,168,4.92,1.93,5.25,4.46,16.56,1.54,2015
Hello Pocoyo ,DS,Adventure,Electronic Arts,7,3,5,25,1.08,4.08,5.45,5.95,16.56,3.58,2008
Serious Sam 3 VR  BFE,PC,Shooter,Frontier Developments,10,7,6,299,7.33,2.46,3.69,3.07,16.55,7.15,2017
Voodoo Dice,PSN,Puzzle,Ubisoft,9,2,6,224,2.23,2.82,5.89,5.61,16.55,5.61,2010
Simple 1500 Series Vol. 78  The Zero Yon,PS,Racing,Activision,5,1,8,106,6.37,1.36,5.74,6.38,19.85,3.55,2001
Simple 1500 Series Vol. 38  The Real Racing  Toyota,PS,Racing,Electronic Arts,9,2,1,220,1.41,1.33,3.19,4.27,10.2,3.32,2000
Simple 1500 Series Vol. 25  The Keiba,PS,Racing,Ubisoft,4,9,2,220,4.27,2.91,3.34,3.64,14.16,7.89,2000
Orchard,PC,Simulation,Frontier Developments,4,10,5,249,6.63,1.96,1.69,6.26,16.54,2.67,2009
Yumemi Hakusho  Second Dream,PS2,Adventure,Omega,7,3,4,33,4.64,4.73,2.35,4.82,16.54,3,2008
Diner Dash  Flo on the Go,PC,Puzzle,Activision,7,10,6,129,4.34,6.33,3.36,2.51,16.54,3,2007
Simple 1500 Series Vol.75  The Double Shooting ~RayStorm x RayCrisis~,PS,Shooter,Omega,7,2,6,260,5.34,2.13,3.12,6.51,17.1,3,2001
Simple 1500 Series Vol. 73  The Invaders ~Space Invaders 1500~,PS,Shooter,Amazon Game Studios,2,10,3,260,3,0.31,5.33,0.21,6.4,1.92,2001
Simple 1500 Series Vol. 63  The Gun Shooting 2,PS,Shooter,IBM,10,10,4,207,3.09,2.17,1.49,1.79,8.54,4.53,2001
Simple 1500 Series Vol. 56  The Sniper,PS,Shooter,Frontier Developments,7,3,9,37,5.33,2.62,3.18,6.13,17.26,4.33,2001
Simple 2000 Series Vol. 56  The Survival Game,PS2,Shooter,Ubisoft,1,1,6,51,2.96,2.83,5.16,3.37,14.32,4.93,2004
Death Coming,PS4,Puzzle,Sony Computer Entertainment,10,5,5,279,2.17,7.85,1.73,4.79,16.54,2.73,2019
Mole Control,PC,Puzzle,Amazon Game Studios,10,3,2,229,3.96,3.64,5.02,3.91,16.53,3.04,2010
Sneezies,PSN,Puzzle,Activision,6,7,9,67,3.43,3.55,5.15,4.4,16.53,4.15,2010
Jigoku Shoujo Mioyosuga,PS2,Adventure,Activision,9,4,6,43,2.22,4.93,2.98,6.4,16.53,4.7,2009
Premier Manager 2006 2007,PS2,Sports,Activision,7,7,3,149,4,4.71,3.95,3.87,16.53,1.96,2006
IHRA Drag Racing  Sportsman Edition,PC,Racing,Ubisoft,3,6,1,286,6.54,4.3,2.34,3.34,16.52,4.59,2006
JK to Ero ryman  Junjou Meikko o Love Hotel Nitsure,PC,Adventure,Activision,8,9,10,70,6.69,4.13,3.96,1.74,16.52,3.67,2011
Pangya,PC,Sports,Ubisoft,5,3,7,204,5.49,2.37,3.68,4.98,16.52,7.79,2009
Heavy Rain Chronicles   Chapter 1  The Taxidermist,PSN,Adventure,Electronic Arts,7,7.3,4,106,1.71,5.59,5.43,3.79,16.52,4.04,2010
Kerbal Space Program 2,PC,Simulation,Activision,8,3,3,163,4.47,4.56,3.89,3.6,16.52,1.78,2020
Simple 1500 Series Vol. 71  The Renai Simulation 2,PS,Simulation,Sony Computer Entertainment,7,9,4,199,2.73,2.89,4.09,6.15,15.86,6.27,2001
Simple 2000 Series Vol. 25  The Menkyo Shutoku Simulation,PS2,Simulation,Activision,6,1,1,6,7.69,2.97,5.09,3.16,18.91,2.29,2003
SAS  Secure Tomorrow,PC,Shooter,IBM,5,3,9,249,7.36,3.84,3.96,1.35,16.51,3.74,2008
Pneuma  Breath of Life,PS4,Puzzle,Frontier Developments,10,2,6,185,1.63,2.9,5.34,6.64,16.51,1.5,2015
Seaman  Kanzenban,PS2,Simulation,Amazon Game Studios,8,1,1,168,4.88,2.69,3.42,6.55,17.54,1.98,2003
Fishdom  Holiday Edition,PC,Puzzle,Activision,5,9,1,24,5.44,5.32,2.11,3.64,16.51,6.02,2009
The Last Hope  Trump vs Mafia   North Korea,PC,Shooter,Activision,9,2,5,0.17,3.4,5.65,5.29,2.17,16.51,2.36,2018
Simple 1500 Series Vol. 98  The Futsal,PS,Sports,Sony Computer Entertainment,9,3,10,121,1.33,1.58,2.31,3.12,8.34,4.84,2002
Simple 1500 Series Vol. 96  The Yakyuu 2,PS,Sports,Activision,3,9,4,129,5.78,1.85,2.55,3.42,13.6,2.34,2002
Simple 1500 Series Vol. 87  The Kyoutei,PS,Sports,Electronic Arts,9,2,7,16,4.78,1.92,5.86,6.51,19.07,5.37,2002
Simple 1500 Series Vol. 77  The Suiei,PS,Sports,Omega,1,7,9,286,7.79,4.12,4.74,4.72,21.37,6.66,2001
Simple 1500 Series Vol. 72  The Beach Volley,PS,Sports,Amazon Game Studios,8,6,10,195,4.54,4.77,3.58,4.51,17.4,5.58,2001
Simple 1500 Series Vol. 67  The Soccer (Dynamite Soccer 1500),PS,Sports,IBM,5,8,3,102,6.34,1.68,2.11,5.83,15.96,5.09,2001
Simple 1500 Series Vol. 65  The Golf,PS,Sports,Frontier Developments,4,2,6,243,7.77,4.95,5.47,3.57,21.76,3.73,2001
Simple 1500 Series Vol. 62  The Ski,PS,Sports,Ubisoft,10,5,3,159,4.42,2.42,1.98,6.52,15.34,3.19,2001
Simple 1500 Series Vol. 60  The Table Hockey,PS,Sports,Sony Computer Entertainment,5,5,8,224,3.53,4.79,3.36,2.63,14.31,3.25,2001
Simple 1500 Series Vol. 54  The Volleyball   Break Volley Plus,PS,Sports,Activision,8,2,5,43,4.14,2.79,3.24,1.3,11.47,1.47,2001
Simple 1500 Series Vol. 47  The Skateboard,PS,Sports,Electronic Arts,9,6,7,222,1.01,4.23,2.94,2.84,11.02,6.14,2000
Simple 1500 Series Vol. 33  The Takkyuu,PS,Sports,Activision,7,8,3,211,2.31,3.86,5.08,2.09,13.34,3.5,2000
Simple 1500 Series Vol. 30  The Basketball,PS,Sports,Electronic Arts,10,3,5,84,6.65,2.63,5.19,6.61,21.08,2.92,2000
Simple 1500 Series Vol. 29  The Tsuri,PS,Sports,Ubisoft,6,1,1,257,6.59,3.74,3.77,5.83,19.93,7.06,2000
Simple 1500 Series Vol. 21  The Yakyuu,PS,Sports,Sony Computer Entertainment,8,10,9,149,5.17,4.6,3.34,5.43,18.54,4.44,2000
Simple 1500 Series Hello Kitty Vol. 1  Hello Kitty Bowling,PS,Sports,Activision,3,5,5,187,7.62,2.14,5.66,6.06,21.48,2.67,2001
Simple 2000 Ultimate Series Vol. 1  Love * Smash  Super Tennis Players,PS2,Sports,Electronic Arts,9,1,5,220,1.83,4.83,4.7,4.12,15.48,4.54,2002
Simple 2000 Series Vol. 27  The Pro Yakyuu  2003 Pennant Race,PS2,Sports,Ubisoft,1,4,7,59,6.71,3.28,2.84,4.84,17.67,6.17,2003
Simple 2000 Series Vol. 15  The Rugby,PS2,Sports,Sony Computer Entertainment,2,2,2,247,1.18,2.17,4.42,3.48,11.25,3.26,2002
Love * Smash  5,PS2,Sports,Activision,2,8,3,55,7.98,4.52,5.16,3.51,21.17,3.3,2003
Diabolik  The Original Sin,PS2,Adventure,Sony Computer Entertainment,9,4,3,165,5.4,3.07,2.89,5.14,16.5,1.69,2009
Skate Park City,PSN,Sports,IBM,10,3,5,295,2.47,4.73,5.89,3.41,16.5,5.56,2009
Mystereet  Another Side of Church,PC,Adventure,Electronic Arts,3,10,1,194,7.76,1.69,1.99,5.05,16.49,5.51,2009
Cryostasis  Sleep of Reason,PC,Shooter,Sony Computer Entertainment,8,7,9,137,7.47,4.98,2.2,1.84,16.49,6.94,2009
Medal of Honor Heroes,PSN,Shooter,Electronic Arts,5,3,10,172,5.06,2.08,5.83,3.52,16.49,3.25,2009
Street Sk8er 2,PSN,Sports,Electronic Arts,1,8,2,106,6.98,2.93,3.62,2.95,16.48,1.36,2009
Dream Chronicles 2  The Eternal Maze,PC,Adventure,Electronic Arts,9,6,10,29,5.23,3.59,3.53,4.13,16.48,4.17,2008
Hellion  Mystery of the Inquisition,PC,Shooter,Electronic Arts,10,7,8,157,5.52,5.75,2.5,2.71,16.48,3.57,2012
Hello Kitty no Panda Sports Stadium,DS,Sports,Electronic Arts,9,9,8,12,7.67,1.24,2.14,5.42,16.47,5.58,2008
Flick Fishing,PSN,Sports,Sony Computer Entertainment,9,3,1,64,4.11,4.88,5.86,1.62,16.47,5.16,2010
MotoGP 18,PS4,Racing,Amazon Game Studios,10,7,9,68,7.91,1.84,3.12,3.6,16.47,5.03,2018
WWE Smackdown vs. Raw 2010,PSN,Fighting,Sony Computer Entertainment,5,9,8,44,6.74,2.8,3.27,3.66,16.47,6.53,2009
Inside Trader  The Authentic Stock Trading Game,PC,Simulation,Frontier Developments,8,2,1,74,5.46,3.79,2.04,5.18,16.47,5.46,2008
Dead Storm Pirates,PSN,Shooter,Ubisoft,8,3,5,92,7.17,4.43,1.41,3.45,16.46,4.05,2010
Super Rub a Dub,PSN,Puzzle,Ubisoft,10,5,7,19,4.55,5.61,4.64,1.66,16.46,1,2007
Petz Sports,PC,Simulation,Ubisoft,2,7,6,162,3.5,4.33,4.99,3.64,16.46,5.02,2008
Sengoku Hime 2,PC,Adventure,Amazon Game Studios,10,3,8,299,7.88,1.98,5.08,1.52,16.46,1.69,2010
G1 Jockey 4 2007,PS3,Sports,Sony Computer Entertainment,3,4,8,45,3.61,3.81,5.55,3.48,16.45,6.6,2007
Sam Power  Footballer,DS,Sports,Ubisoft,3,1,9,4,2.48,2.52,5.37,6.08,16.45,4,2009
The Times Crossword Challenge,DS,Puzzle,Ubisoft,1,10,10,58,3.88,4.29,5.73,2.54,16.44,4.58,2009
Winning Post World,PC,Sports,Activision,9,2,4,241,7.78,3.17,1.89,3.6,16.44,2.68,2009
Paws & Claws  Pet Vet,PC,Simulation,Omega,4,2,4,184,4.38,3.75,2.11,6.2,16.44,5.58,2006
Hamster Heroes,PC,Puzzle,Omega,5,5,4,259,5.41,4.37,2.87,5.8,18.45,4.22,2005
Evergreen Avenue,PS,Adventure,Amazon Game Studios,9,7,2,93,3.62,2.72,4.98,2.1,13.42,3.76,2001
Metal Drift,PC,Racing,Omega,9,4,8,9,4.53,6.03,4.27,1.61,16.44,2.17,2011
Fizz,DS,Puzzle,Electronic Arts,5,5,6,242,2.24,3.02,4.99,6.18,16.43,3.51,2008
Roommate Asami  Okusama wa Joshikousei,PS2,Adventure,Frontier Developments,8,4,9,106,3,4.63,0.02,4.78,9.45,2.3,2002
Memorial Song,PS2,Adventure,Frontier Developments,1,1,2,251,4.86,2.71,3.16,5.13,15.86,2.1,2002
Guardian Angel,PS2,Adventure,Frontier Developments,8,2,7,121,6.28,1.16,1.89,6.84,16.17,1.87,2003
Ship Simulator 2006 Collectors Edition,PC,Simulation,IBM,6,1,1,162,4.29,1.43,5.05,5.66,16.43,1.76,2006
Vakantie Racer,PC,Racing,Frontier Developments,7,7,3,173,3.23,4.48,4.91,2.48,15.1,3.71,2000
London Racer II,PC,Racing,Frontier Developments,1,9,10,198,2.2,2.18,2.96,1.02,8.36,3.64,2002
London Racer 1,PC,Racing,Frontier Developments,9,9,10,253,3.69,3.47,5.18,5.26,17.6,2.17,2000
Knight Rider 2,PC,Racing,Frontier Developments,5,4,7,163,6.44,3.32,4.08,1.67,15.51,1.77,2004
Grachten Racer,PC,Racing,Frontier Developments,9,2,7,217,2.17,4,3.63,5.67,15.47,7.7,2000
A2 Racer 3,PC,Racing,Frontier Developments,5,3,5,149,4.7,4.53,2.22,2.63,14.08,6.82,2000
USA Racer,PS,Racing,Frontier Developments,4,4,5,11,7.11,1.45,5.64,5.64,19.84,5.09,2002
London Racer II,PS,Racing,Frontier Developments,9,6,9,12,3.78,4.06,2.98,3.87,14.69,4.81,2002
London Racer,PS,Racing,Frontier Developments,8,9,6,199,6.85,3.5,4.29,5.75,20.39,6.41,2000
A2 Racer III  Europa Tour,PS,Racing,Frontier Developments,1,5,10,179,7.63,2.51,1.52,4.98,16.64,3,2002
USA Racer,PS2,Racing,Frontier Developments,6,10,5,149,7.35,1,2.47,2.39,13.21,6.52,2002
London Racer  Police Madness,PS2,Racing,Frontier Developments,9,4,2,127,6,2.98,4.71,4.5,18.19,1.15,2005
London Racer  Destruction Madness,PS2,Racing,Frontier Developments,3,9,7,178,1.46,2.2,3.31,4.91,11.88,4.5,2005
London Racer II,PS2,Racing,Frontier Developments,10,9,2,152,4.53,2.61,2.26,6.61,16.01,3.1,2002
Knight Rider  The Game,PS2,Racing,Frontier Developments,8,8,9,166,4.24,4.97,2.67,6.92,18.8,5.87,2002
SAS  Anti Terror Force,PS2,Shooter,Frontier Developments,6,3,7,288,5.63,3.76,2.01,1.34,12.74,3.34,2005
Red Baron,PS2,Simulation,Frontier Developments,10,1,9,184,1.85,3.63,2.23,6.46,14.17,4.21,2005
LEGO Indiana Jones  The Original Adventures,PSN,Adventure,Sony Computer Entertainment,5,7.6,6,118,3.59,1.46,4.57,6.81,16.43,5.83,2009
Samurai Shodown,PS4,Fighting,Ubisoft,6,8,6,300,7.51,1.82,2.35,4.75,16.43,1.86,2019
David Douillet Judo,PS2,Fighting,Ubisoft,8,7,2,231,6.35,4.38,1.46,4.23,16.42,1.16,2007
Disc Derby,PS,Sports,Frontier Developments,1,6,2,236,4.06,2.02,3.72,1.5,11.3,4.67,2000
Worldwide Boxing Manager,PC,Sports,Electronic Arts,5,2,10,41,1.39,4.59,3.89,6.55,16.42,7.71,2007
Salamander,PSN,Shooter,Sony Computer Entertainment,9,5,7,241,7.3,1.46,1.76,5.9,16.42,6.52,2010
H2O   Root  After and Another Complete Story Edition,PC,Adventure,IBM,4,10,6,95,4.75,2.5,2.61,6.56,16.42,7.97,2009
Radirgy Precious,PS2,Shooter,Sony Computer Entertainment,5,8,5,287,3.1,2.18,4.64,6.5,16.42,2.58,2006
MediEvil  Resurrection,PSN,Adventure,Ubisoft,5,7,10,21,4.92,7.32,3.04,1.14,16.42,1.41,2008
Petz  Catz 2,PC,Simulation,Ubisoft,1,10,9,144,6.4,2.51,5.63,1.88,16.42,2.32,2007
Sudoku for Kids,DS,Puzzle,Sony Computer Entertainment,7,2,5,48,7.12,2.57,2.53,4.2,16.42,3.29,2018
The Misadventures of P.B. Winterbottom,PC,Puzzle,Frontier Developments,6,8.1,10,0.13,6.6,4.39,4.37,1.05,16.41,1.49,2010
