title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Hexcells Infinite,Linux,Puzzle,Amazon Game Studios,6.0,7.0,1.0,164.0,6.39,2.79,3.23,5.54,17.95,3.32,2014
Gakuen Heaven  Boys Love Scramble ,PC,Adventure,Sony Computer Entertainment,9.0,7.0,5.0,113.0,8.0,3.35,5.05,2.98,19.38,3.74,2002
Tottadoo  Yoiko no Mujintou Seikatsu,DS,Adventure,Activision,9.0,2.0,10.0,110.0,3.0,1.67,0.19,6.27,8.32,5.58,2008
Kiero Oni Chan,PC,Adventure,IBM,6.0,9.0,1.0,230.0,7.7,1.46,2.96,3.79,15.91,2.61,2006
Incoming Forces,PC,Shooter,Amazon Game Studios,3.0,4.0,5.0,268.0,3.94,3.62,2.13,2.29,11.98,5.39,2002
Lycoris Radiata,PC,Adventure,Amazon Game Studios,5.0,8.0,7.0,117.0,2.92,1.43,2.93,2.99,10.27,2.43,2006
Chibi Robo  Park Patrol,DS,Adventure,Amazon Game Studios,1.0,6.0,6.0,195.0,3.0,3.18,0.19,2.83,6.39,1.81,2007
David Douillet Judo,PC,Fighting,Electronic Arts,2.0,2.0,6.0,27.0,5.02,3.92,1.14,3.42,13.5,5.97,2007
Pilot Down  Behind Enemy Lines,PS2,Adventure,Amazon Game Studios,10.0,1.0,1.0,55.0,2.67,1.83,3.45,2.7,10.65,2.86,2005
Gran Turismo 4 Prologue,PS2,Racing,Frontier Developments,8.0,2.0,9.0,1.4,5.34,4.29,5.3,1.08,16.01,5.93,2004
Pro Evolution Soccer 2014,PC,Sports,IBM,7.0,8.3,3.0,79.0,3.0,2.2,4.56,0.1,6.97,2.4,2013
Tomb Raider  Legend,DS,Adventure,Ubisoft,5.0,6.5,3.0,285.0,3.0,0.04,5.51,0.02,5.64,5.01,2006
Doom Eternal,PC,Shooter,Electronic Arts,8.0,6.0,3.0,76.0,6.34,2.7,5.17,2.69,16.9,3.69,2020
The Spiderwick Chronicles,PS2,Adventure,Amazon Game Studios,1.0,7.0,3.0,281.0,7.42,3.94,1.4,6.5,19.26,6.42,2008
Vigil  Blood Bitterness,PC,Adventure,IBM,2.0,3.0,6.0,208.0,5.02,2.83,2.85,5.12,15.82,3.0,2007
Operation Flashpoint  Between the Lines,PC,Shooter,Sony Computer Entertainment,7.0,6.0,6.0,150.0,6.0,3.9,5.62,6.91,22.43,4.22,2002
The Sims 2  Celebration Stuff,PC,Simulation,Electronic Arts,9.0,7.0,10.0,202.0,3.0,1.8,1.41,0.01,3.23,3.0,2007
Colorful Aquarium  My Little Mermaid,PS2,Adventure,Ubisoft,6.0,3.0,10.0,59.0,5.21,2.43,2.43,2.62,12.69,1.09,2007
FIFA 2001  Major League Soccer,PS2,Sports,Frontier Developments,8.0,6.0,9.0,34.0,3.0,1.0,0.09,3.3,4.48,2.81,2000
Prey (2017),PS4,Shooter,Sony Computer Entertainment,7.0,9.0,2.0,130.0,1.04,0.25,0.02,0.62,1.93,1.09,2017
Angel Blade,PC,Adventure,Frontier Developments,8.0,4.0,1.0,298.0,4.26,1.86,5.94,5.01,17.07,3.28,2002
Birds of Steel,PS3,Simulation,Electronic Arts,6.0,4.0,2.0,298.0,3.0,0.1,0.02,0.09,0.45,3.22,2012
Freedom Fighters,PC,Shooter,Electronic Arts,4.0,4.0,6.0,287.0,7.73,4.86,4.86,5.25,22.7,1.93,2003
Call of Duty  Black Ops   Annihilation,PC,Shooter,Activision,7.0,7.0,4.0,240.0,4.57,4.74,4.76,6.21,20.28,2.84,2011
Legends of Wrestling II,PS2,Fighting,Frontier Developments,7.0,3.0,10.0,152.0,3.0,0.16,1.06,0.13,1.68,4.16,2002
Emma at the Farm,DS,Adventure,Electronic Arts,5.0,4.0,10.0,17.0,3.0,0.03,2.89,1.59,4.54,2.72,2008
Super Fruit Fall (Minis),PSN,Puzzle,Activision,10.0,2.0,2.0,7.0,1.69,6.07,5.22,4.58,17.56,2.7,2010
UEFA Euro 2000,PC,Sports,Activision,10.0,7.0,9.0,11.0,4.91,1.51,5.66,2.22,14.3,3.63,2000
High On Racing,PC,Racing,Sony Computer Entertainment,6.0,3.0,8.0,0.16,7.79,6.86,5.56,5.0,25.21,6.43,2011
WWE All Stars,PS2,Fighting,Omega,6.0,5.0,6.0,150.0,3.0,0.05,5.25,0.04,5.45,1.96,2011
Dracula  Origin,PC,Adventure,Amazon Game Studios,4.0,5.0,9.0,201.0,1.21,6.88,3.68,4.05,15.82,2.01,2008
NCAA March Madness 2004,PS2,Sports,Ubisoft,3.0,3.0,7.0,283.0,1.03,0.5,3.54,0.39,5.46,3.34,2003
Sengoku Hime 2,PC,Adventure,Amazon Game Studios,10.0,3.0,8.0,299.0,7.88,1.98,5.08,1.52,16.46,1.69,2010
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,PS2,Sports,Frontier Developments,6.0,7.0,2.0,298.0,4.86,1.37,2.33,4.28,12.84,2.85,2004
Real Kanojo,PC,Simulation,Ubisoft,7.0,6.0,1.0,230.0,5.1,3.37,4.04,2.8,15.31,1.57,2010
Crazy Chicken  Star Karts,DS,Racing,Ubisoft,10.0,3.0,8.0,193.0,3.0,0.03,2.44,1.27,3.77,1.08,2009
American Girl  Mia Goes for Great,PC,Sports,Electronic Arts,9.0,5.0,3.0,291.0,4.1,6.26,2.53,6.82,19.71,1.68,2008
Street Sk8er,PSN,Sports,Electronic Arts,4.0,3.0,3.0,71.0,3.02,3.85,5.12,5.08,17.07,3.87,2008
Starhawk,PS3,Shooter,Electronic Arts,7.0,1.0,3.0,141.0,3.0,5.99,0.02,6.52,12.55,1.01,2012
Need for Speed Underground,PS2,Racing,Frontier Developments,10.0,8.6,1.0,38.0,7.2,3.27,0.08,2.83,13.38,2.3,2003
MTV Sports  Pure Ride,PS,Sports,Ubisoft,6.0,6.0,4.0,175.0,3.0,0.07,4.28,0.05,4.52,5.11,2000
Soviet Strike,PSN,Simulation,Sony Computer Entertainment,10.0,4.0,10.0,186.0,7.11,5.18,4.32,5.08,21.69,1.33,2010
Mothergunship,PC,Shooter,Ubisoft,7.0,6.0,7.0,235.0,3.74,5.24,3.32,5.06,17.36,4.38,2000
Doom II,PS4,Shooter,Electronic Arts,10.0,2.0,2.0,123.0,4.27,3.08,2.39,6.47,16.21,2.51,2019
Descent 3   Descent 3  Mercenary,PC,Shooter,IBM,10.0,9.0,9.0,245.0,2.09,3.33,3.47,3.02,11.91,5.75,2001
Star Raiders,PC,Simulation,Sony Computer Entertainment,6.0,7.0,5.0,138.0,6.71,1.3,4.85,6.98,19.84,2.06,2011
Void Bastards,PC,Shooter,Electronic Arts,6.0,5.0,2.0,123.0,4.58,2.55,2.06,1.46,10.65,2.76,2019
Nicktoons  Unite ,DS,Adventure,Omega,2.0,2.0,4.0,181.0,3.0,0.1,4.88,4.49,9.58,3.53,2006
Boiling Point  Road to Hell,PC,Shooter,Frontier Developments,8.0,10.0,4.0,177.0,6.09,1.64,3.34,2.27,13.34,2.74,2005
Star Wars Battlefront  Elite Squadron,DS,Shooter,Amazon Game Studios,7.0,5.9,4.0,131.0,3.0,0.42,2.91,0.04,3.86,0.01,2009
Shirogane no Soleil  Contract to the Future   Mirai e no Keiyaku,PS2,Adventure,Ubisoft,2.0,4.0,1.0,40.0,3.0,2.76,0.01,6.5,9.28,1.53,2008
Jake Power  Handyman,DS,Adventure,Electronic Arts,8.0,1.0,2.0,292.0,3.0,0.06,1.82,2.04,3.99,2.59,2009
Hachimitsu Otome Blossom Days,PC,Adventure,Sony Computer Entertainment,4.0,2.0,4.0,48.0,4.62,2.14,5.97,5.22,17.95,3.25,2009
Deep Under the Sky,PC,Adventure,Electronic Arts,7.0,3.0,10.0,7.0,3.35,6.06,3.22,6.35,18.98,0.05,2014
Kaeru Batake de Tsukamete  Natsu Senbokuryou Sansen ,PS2,Adventure,Sony Computer Entertainment,7.0,3.0,8.0,272.0,1.57,5.69,3.15,6.75,17.16,5.14,2010
Love Once  Mermaids Tears,PS3,Adventure,Sony Computer Entertainment,6.0,1.0,8.0,274.0,3.0,3.56,0.02,3.73,7.33,4.38,2011
XIII,PS2,Shooter,Ubisoft,8.0,1.0,9.0,201.0,3.0,0.28,2.64,0.22,3.71,0.02,2003
Call of Duty  Finest Hour,PS2,Shooter,Activision,9.0,2.0,10.0,158.0,2.89,1.51,0.01,1.12,5.53,3.29,2004
Matsumoto Reiji 999  Story of Galaxy Express 999,PS,Adventure,IBM,2.0,7.0,6.0,54.0,5.43,2.8,5.59,4.12,17.94,1.76,2001
Capcom Fighting Evolution,PS2,Fighting,Frontier Developments,1.0,4.0,3.0,41.0,3.0,0.1,2.41,0.08,2.79,1.71,2004
College Hoops 2K8,PS2,Sports,Frontier Developments,3.0,5.0,6.0,125.0,3.0,0.17,1.44,0.13,2.09,1.98,2007
Knight Rider 2,PC,Racing,Frontier Developments,5.0,4.0,7.0,163.0,6.44,3.32,4.08,1.67,15.51,1.77,2004
Kimi ni Todoke  Tsutaeru Kimochi,DS,Adventure,Omega,7.0,4.0,9.0,130.0,3.0,4.58,0.05,5.35,10.03,6.79,2011
Blue Lagoon,PC,Adventure,Amazon Game Studios,2.0,1.0,2.0,79.0,1.86,2.76,5.14,1.91,11.67,1.69,2004
Mx vs. ATV Reflex,DS,Racing,Sony Computer Entertainment,1.0,5.0,5.0,179.0,3.0,0.13,4.24,1.62,6.13,0.04,2009
Audio Environment  Airliner Edition,PC,Simulation,Omega,7.0,10.0,8.0,266.0,1.43,2.51,3.74,5.2,12.88,4.79,2011
Shinkyoku Soukai Polyphonica  0~4 Wa Full Pack,PS2,Adventure,Amazon Game Studios,9.0,6.0,9.0,106.0,1.74,4.98,3.38,2.87,12.97,1.69,2008
Independence War 2  Edge of Chaos,PC,Simulation,Frontier Developments,9.0,1.0,9.0,167.0,6.53,3.92,4.7,1.85,17.0,1.22,2001
Favorite Dear  Enkan no Monogatari,PS,Adventure,Electronic Arts,9.0,10.0,5.0,227.0,2.34,1.47,3.33,1.42,8.56,1.85,2001
Charm Tale 2  Mermaid Lagoon,PC,Puzzle,Activision,5.0,3.0,9.0,205.0,2.89,4.35,2.81,3.27,13.32,1.06,2008
BeatMania IIDX 15  DJ Troopers,PS2,Simulation,IBM,4.0,8.0,7.0,185.0,3.91,3.11,1.72,1.88,10.62,2.14,2008
Tom Clancys Rainbow Six  Lockdown,PC,Shooter,Ubisoft,2.0,5.0,9.0,95.0,2.88,4.76,2.27,4.16,14.07,0.02,2006
Michael Vaughans Championship Cricket Manager,PC,Sports,Frontier Developments,7.0,7.0,5.0,225.0,7.55,2.24,5.08,5.75,20.62,5.64,2001
Karimogi,PSN,Puzzle,Ubisoft,7.0,2.0,4.0,82.0,5.5,1.83,4.67,3.09,15.09,1.23,2011
Animamundi  Dark Alchemist,PC,Adventure,Electronic Arts,1.0,4.0,9.0,141.0,5.05,1.26,1.69,2.01,10.01,7.84,2006
Hot Wheels World Race,PS2,Racing,IBM,6.0,8.0,2.0,95.0,3.0,0.21,5.87,0.16,6.66,3.79,2003
Zoo Tycoon  Ultimate Animal Collection,PC,Simulation,Frontier Developments,6.0,8.0,4.0,149.0,1.02,6.09,4.93,4.83,16.87,3.23,2018
Bomber Crew,PC,Simulation,Electronic Arts,10.0,1.0,3.0,0.18,5.73,1.05,3.67,5.47,15.92,3.92,2017
Toki Tori 2 ,PS4,Puzzle,Ubisoft,10.0,7.0,5.0,227.0,5.99,7.79,1.61,5.84,21.23,6.81,2016
The King of Fighters Collection  The Orochi Saga,PS2,Fighting,Omega,8.0,6.0,10.0,168.0,3.0,0.1,3.73,0.08,4.11,3.36,2008
HamsterBall,PSN,Puzzle,Omega,6.0,2.0,1.0,210.0,6.63,4.64,4.95,6.64,22.86,4.97,2010
Blazing Angels 2  Secret Missions of WWII,PC,Simulation,Ubisoft,5.0,1.0,1.0,40.0,4.66,1.81,5.29,2.9,14.66,4.07,2007
Fuyu no Sonata DS,DS,Adventure,Activision,7.0,9.0,6.0,18.0,3.5,1.45,2.33,1.27,8.55,3.0,2009
FIFA 07 Soccer,DS,Sports,Ubisoft,1.0,7.5,3.0,297.0,3.0,0.05,5.48,0.01,5.6,4.35,2006
Boku no Choro Q,PS,Simulation,Sony Computer Entertainment,3.0,3.0,10.0,201.0,4.34,7.08,4.62,1.48,17.52,3.61,2002
Lets Ride  Dreamer,PC,Adventure,Ubisoft,5.0,10.0,6.0,72.0,7.11,5.82,3.33,3.81,20.07,6.33,2005
Bowling,PSN,Sports,IBM,10.0,9.0,6.0,65.0,1.52,5.39,2.15,2.87,11.93,3.8,2009
Gravity Games Bike  Street Vert Dirt,PS2,Sports,Sony Computer Entertainment,1.0,9.0,8.0,35.0,3.0,0.05,2.66,0.04,2.85,3.8,2002
Medal of Honor  Warfighter,PC,Shooter,Electronic Arts,10.0,10.0,3.0,245.0,3.0,0.14,1.0,0.16,1.63,3.27,2012
Yukiuta,PC,Adventure,Electronic Arts,9.0,1.0,7.0,155.0,4.41,7.93,5.06,6.62,24.02,5.65,2003
Shinseiki GPX Cyber Formula  Road To The INFINITY 4,PS2,Racing,Electronic Arts,1.0,9.0,7.0,18.0,3.0,3.12,0.02,1.83,4.99,0.01,2007
Hard Hitter Tennis,PS2,Sports,Activision,4.0,3.0,7.0,3.0,3.0,0.15,4.84,0.11,5.4,4.25,2002
TouchMaster,DS,Puzzle,Amazon Game Studios,5.0,6.9,5.0,126.0,2.0,0.48,3.22,1.27,6.97,6.47,2007
Kujibiki Unbalance,PS2,Racing,Amazon Game Studios,2.0,3.0,10.0,82.0,7.78,3.47,3.04,4.99,19.28,1.51,2007
Last Half of Darkness  Shadows of the Servants,PC,Adventure,Omega,1.0,6.0,2.0,113.0,1.52,5.89,3.86,4.21,15.48,2.06,2005
Out of the Park Baseball 10,PC,Sports,Sony Computer Entertainment,8.0,2.0,10.0,153.0,7.23,4.16,2.7,4.15,18.24,4.24,2009
Hexic Deluxe,PC,Puzzle,IBM,9.0,7.0,6.0,296.0,2.21,2.58,1.39,3.06,9.24,3.01,2007
Motorhead,PSN,Racing,Sony Computer Entertainment,6.0,1.0,9.0,277.0,5.04,6.37,4.43,5.93,21.77,5.03,2008
The Chronicles of Narnia  Prince Caspian,PS2,Adventure,Electronic Arts,5.0,2.0,2.0,204.0,3.0,0.2,5.09,0.15,5.84,2.84,2008
Lucky * Star  Ryouou Gakuen Outousai,PS2,Adventure,IBM,10.0,3.0,3.0,283.0,3.0,2.38,0.1,3.87,6.45,4.24,2008
Operation Mania,PC,Simulation,Electronic Arts,3.0,7.0,8.0,232.0,6.25,4.99,2.01,1.04,14.29,1.51,2008
The King of Route 66,PS2,Racing,Electronic Arts,6.0,3.0,6.0,223.0,3.0,0.03,1.25,0.02,1.36,2.06,2003
Fukakutei Sekai no Tantei Shinshi,PC,Adventure,Frontier Developments,10.0,4.0,9.0,261.0,1.72,4.87,4.24,6.48,17.31,5.97,2000
WWE SmackDown vs. Raw 2010,PS3,Fighting,Sony Computer Entertainment,10.0,8.1,5.0,32.0,1.17,0.48,0.01,0.48,2.14,4.04,2009
Shifters,PS2,Adventure,Frontier Developments,9.0,5.0,1.0,242.0,3.0,0.03,5.41,0.02,5.51,4.05,2002
WRC  Rally Evolved,PS2,Racing,Sony Computer Entertainment,9.0,9.0,7.0,13.0,3.36,7.86,1.59,6.15,18.96,1.57,2005
Beyond Good & Evil,PS2,Adventure,Ubisoft,1.0,8.3,6.0,219.0,3.0,0.16,4.39,0.13,5.01,2.1,2003
NCAA College Football 2K3,PS2,Sports,Frontier Developments,4.0,5.0,6.0,167.0,3.13,1.83,5.93,3.52,14.41,4.6,2002
BlazBlue  Continuum Shift   Platinum the Trinity,PSN,Fighting,Activision,10.0,6.0,7.0,55.0,3.41,7.01,1.15,4.27,15.84,1.77,2018
Tetris DS,DS,Puzzle,Electronic Arts,3.0,8.5,8.0,2.74,2.05,4.09,1.13,3.17,10.44,1.15,2006
Goosebumps  The Game,PC,Adventure,Omega,9.0,10.0,6.0,81.0,6.06,2.88,4.41,3.75,17.1,5.61,2005
Grand Prix Challenge,PS2,Racing,Activision,4.0,5.0,7.0,278.0,3.0,0.04,6.0,0.03,6.15,5.6,2003
Hiiro no Kakera  Shin Tamayori Hime Denshou,PS2,Adventure,Ubisoft,10.0,3.0,3.0,87.0,3.0,2.3,0.01,3.62,5.94,0.03,2009
Mobile Forces,PC,Shooter,Electronic Arts,5.0,10.0,6.0,119.0,7.66,3.89,4.71,5.46,21.72,3.57,2002
Armed and Dangerous,PC,Shooter,Electronic Arts,9.0,8.0,9.0,112.0,2.79,4.98,4.37,3.3,15.44,2.78,2003
MediEvil,PSN,Adventure,Activision,10.0,10.0,8.0,189.0,7.94,6.02,4.75,5.81,24.52,5.23,2006
Darkwind  War on Wheels,PC,Racing,Sony Computer Entertainment,6.0,10.0,10.0,206.0,5.44,3.86,3.61,3.27,16.18,2.53,2014
Fushigi Yuugi DS,DS,Adventure,IBM,3.0,4.0,8.0,110.0,4.02,2.49,2.11,1.33,9.95,4.9,2009
Major League Baseball 2K10,PSN,Sports,Amazon Game Studios,10.0,6.0,6.0,79.0,4.75,1.0,3.29,1.93,10.97,1.08,2010
Jikkyou World Soccer 2000 Final Edition,PS2,Sports,Ubisoft,1.0,4.0,8.0,167.0,3.0,3.82,0.66,6.43,11.57,5.64,2000
Tom Clancys Rainbow Six Vegas,PC,Shooter,Ubisoft,1.0,4.0,4.0,90.0,1.2,4.6,4.92,3.77,14.49,1.79,2006
Outlaw Golf 2,PS2,Sports,Amazon Game Studios,5.0,3.0,9.0,33.0,3.0,0.17,4.36,0.14,5.02,4.1,2004
Necronomicon  The Gateway to Beyond,PC,Adventure,Activision,6.0,8.0,5.0,74.0,3.29,1.45,2.84,3.08,10.66,2.15,2001
Trek73,PC,Simulation,Amazon Game Studios,9.0,3.0,3.0,212.0,5.96,7.93,2.81,4.2,20.9,6.37,2012
Insecticide,DS,Adventure,Activision,4.0,3.0,8.0,48.0,3.0,0.06,4.94,4.09,9.15,2.35,2008
Gift  Prism,PS2,Adventure,Frontier Developments,5.0,4.0,10.0,28.0,3.0,1.72,0.02,5.54,7.3,3.34,2006
NASCAR Thunder 2002,PS2,Racing,Activision,6.0,8.0,4.0,289.0,1.16,0.57,3.6,0.44,5.77,3.33,2001
HunieCam Studio,PC,Simulation,Omega,6.0,7.0,9.0,0.32,6.23,3.64,1.91,5.71,17.49,5.61,2012
The Sims Carnival  SnapCity,PC,Simulation,Electronic Arts,10.0,10.0,7.0,199.0,7.26,2.6,1.02,5.36,16.24,1.21,2008
Robotech  Battlecry,PS2,Shooter,Amazon Game Studios,8.0,1.0,9.0,159.0,3.0,0.3,4.35,0.23,5.49,5.87,2002
NHL 2001,PS2,Sports,Electronic Arts,8.0,7.0,3.0,39.0,3.0,0.47,1.07,0.37,2.87,1.83,2000
Simple 2000 Series Vol. 117  The Zerosen,PS2,Simulation,Omega,9.0,5.0,10.0,103.0,1.2,4.12,1.19,4.12,10.63,2.66,2007
R Type,PSN,Shooter,Activision,7.0,6.0,5.0,61.0,3.29,2.42,5.32,5.23,16.26,2.0,2011
Red Arrows,PC,Simulation,Sony Computer Entertainment,1.0,10.0,7.0,19.0,6.35,5.62,2.6,3.76,18.33,2.61,2000
IHRA Drag Racing 2,PS2,Racing,Electronic Arts,5.0,4.0,1.0,269.0,1.31,0.64,3.28,0.5,5.73,3.34,2002
Black College Football Xperience,PC,Sports,Frontier Developments,2.0,10.0,3.0,194.0,1.0,3.27,2.98,3.36,10.61,3.22,2007
Bejeweled Deluxe,PC,Puzzle,Electronic Arts,6.0,3.0,3.0,121.0,2.89,4.94,5.27,1.4,14.5,1.56,2004
18 Wheels of Steel  Convoy,PC,Racing,Electronic Arts,10.0,7.0,7.0,140.0,4.0,7.1,5.68,1.34,18.12,1.26,2005
Tennis no Oji Sama  Doubles no Oji Sama   Girls  Be Gracious ,DS,Sports,Frontier Developments,9.0,5.0,3.0,159.0,3.0,1.95,0.06,5.98,8.05,1.37,2009
Back to the Future  The Game,PS4,Adventure,IBM,8.0,5.0,2.0,36.0,3.0,0.1,4.02,0.05,4.35,3.06,2015
Rage,PC,Shooter,Sony Computer Entertainment,9.0,7.8,8.0,211.0,3.0,0.14,1.52,0.18,2.21,5.73,2011
Runabout 3  Neo Age,PS2,Racing,Ubisoft,9.0,10.0,1.0,82.0,3.0,1.52,0.03,4.03,5.61,4.83,2002
Combat Elite  WWII Paratroopers,PS2,Shooter,Frontier Developments,9.0,4.0,5.0,251.0,3.0,0.03,5.09,0.02,5.2,6.33,2005
Mobile Suit Gundam  Federation vs. Zeon,PS2,Simulation,Ubisoft,1.0,1.0,7.0,80.0,1.14,0.12,0.88,0.1,2.24,4.74,2002
Guilty Gear X,PS2,Fighting,Amazon Game Studios,5.0,2.0,3.0,232.0,3.0,0.06,2.52,0.05,2.75,2.69,2001
Guitar Freaks V2 & DrumMania V2,PS2,Simulation,Electronic Arts,1.0,8.0,8.0,259.0,3.0,4.84,0.02,5.39,10.27,3.67,2006
Tom Clancys Ghost Recon  Advanced Warfighter,PS2,Shooter,Ubisoft,2.0,10.0,5.0,114.0,3.0,0.03,3.39,0.02,3.5,2.8,2006
IndyCar Series,PC,Racing,Electronic Arts,9.0,6.0,7.0,110.0,4.82,1.95,1.41,4.37,12.55,5.59,2003
Cel Damage Overdrive,PS2,Racing,Ubisoft,3.0,5.3,5.0,115.0,3.37,3.74,5.29,2.11,14.51,3.2,2002
Casual Classics,DS,Puzzle,Ubisoft,6.0,8.0,3.0,261.0,3.18,7.6,1.44,5.49,17.71,1.47,2010
NASCAR 14,PC,Racing,Frontier Developments,6.0,6.0,1.0,264.0,5.87,4.9,2.6,3.6,16.97,2.24,2014
Scooby Doo  Mystery Mayhem,PS2,Adventure,Omega,3.0,7.0,6.0,148.0,3.0,0.22,5.28,0.17,6.12,6.5,2004
Farpoint,PS4,Shooter,Activision,7.0,2.0,7.0,182.0,3.0,7.55,0.04,0.38,8.45,3.04,2017
Sam & Max  Beyond Time and Space,PC,Adventure,Frontier Developments,7.0,5.0,1.0,29.0,5.34,2.92,5.23,4.83,18.32,3.53,2010
Richard Burns Rally,PC,Racing,Electronic Arts,8.0,1.0,7.0,42.0,3.0,2.08,2.46,0.03,4.61,4.05,2004
Burger Island,DS,Simulation,Frontier Developments,9.0,4.0,10.0,240.0,3.0,0.15,3.12,6.4,9.83,4.7,2008
Crossword DS   Sekai 1 Shuu Cross,DS,Puzzle,Electronic Arts,4.0,1.0,9.0,276.0,7.66,3.54,1.28,5.53,18.01,1.26,2007
eFootball Pro Evolution Soccer 2020,PC,Sports,Sony Computer Entertainment,7.0,8.0,2.0,200.0,5.72,2.1,5.72,4.54,18.08,3.4,2019
Battlefield 2142  Northern Strike,PC,Shooter,Electronic Arts,4.0,7.8,9.0,127.0,2.31,3.78,3.28,1.3,10.67,3.33,2007
Motor City Online,PC,Racing,Activision,2.0,7.0,5.0,160.0,3.6,3.82,2.13,6.68,16.23,4.51,2001
Championship Manager 99 00,PC,Sports,Ubisoft,4.0,9.0,4.0,33.0,1.07,4.81,4.38,0.98,11.24,1.03,2000
Simple 2000 Series Vol. 67  The Suiri ~Soshite Daremo Inakunatta~,PS2,Adventure,Activision,5.0,3.0,10.0,127.0,6.2,1.13,5.15,3.44,15.92,5.96,2004
Tom Clancys Splinter Cell,PC,Shooter,Ubisoft,1.0,8.0,1.0,115.0,3.0,3.48,5.45,6.98,15.92,2.04,2003
Tall Infinity,PSN,Puzzle,Frontier Developments,7.0,8.0,2.0,143.0,6.19,6.15,4.48,4.74,21.56,6.26,2010
The Ship,PSN,Shooter,Omega,8.0,2.0,4.0,34.0,4.8,5.71,5.56,5.9,21.97,5.83,2000
Brother Wings,PC,Shooter,Frontier Developments,6.0,7.0,7.0,0.12,3.36,1.62,3.89,6.31,15.18,2.32,2017
Backyard Wrestling  Dont Try This at Home,PS2,Fighting,Omega,9.0,6.0,1.0,133.0,3.0,0.3,4.39,0.23,5.52,2.95,2003
Major League Baseball 2K10,PS3,Sports,Frontier Developments,8.0,7.2,5.0,221.0,3.0,0.17,2.76,6.41,9.53,2.85,2010
Big Mutha Truckers,PC,Racing,Ubisoft,4.0,4.0,7.0,24.0,7.74,5.18,5.11,3.25,21.28,5.36,2003
Curse  The Eye of Isis,PC,Adventure,Sony Computer Entertainment,10.0,8.0,4.0,132.0,4.13,2.49,3.34,3.56,13.52,3.02,2003
EVE  Valkyrie,PC,Shooter,Electronic Arts,6.0,10.0,10.0,286.0,6.78,1.55,3.45,1.28,13.06,3.37,2016
Professor Layton and the Last Specter,DS,Adventure,Amazon Game Studios,9.0,8.4,9.0,2.06,1.18,4.43,5.94,4.54,16.09,1.61,2011
Cabelas African Safari,PSN,Sports,Activision,5.0,10.0,3.0,14.0,1.91,4.58,3.12,5.01,14.62,1.88,2009
Jikkyou Powerful Pro Yakyuu Premium Ban,PS,Sports,IBM,3.0,5.0,7.0,58.0,2.95,2.86,2.12,5.61,13.54,0.01,2003
Nancy Drew  The Model Mysteries,DS,Puzzle,Activision,8.0,6.0,2.0,253.0,3.0,0.09,4.94,2.18,7.31,4.21,2010
Polarium,DS,Puzzle,IBM,4.0,7.6,10.0,243.0,3.0,0.13,0.11,0.01,0.51,4.93,2005
FlatOut 4  Total Insanity,PS4,Racing,Omega,7.0,6.0,6.0,243.0,3.0,0.01,5.05,5.05,10.13,5.5,2017
SkyDrift,PSN,Racing,Ubisoft,7.0,7.5,2.0,77.0,6.68,2.88,2.01,1.38,12.95,5.45,2014
Robotech  Invasion,PS2,Shooter,IBM,4.0,6.0,4.0,295.0,3.0,0.05,4.69,0.04,4.89,0.03,2004
Spec Ops  Ranger Elite,PSN,Shooter,Ubisoft,7.0,7.0,9.0,88.0,4.04,3.94,3.09,1.56,12.63,1.53,2009
Xtreme Roller,PS,Sports,Amazon Game Studios,2.0,3.0,6.0,285.0,5.35,2.65,4.62,2.22,14.84,2.89,2001
Tekken 5  Dark Resurrection,PSN,Fighting,Omega,1.0,8.1,6.0,251.0,1.0,3.52,2.77,3.72,11.01,5.35,2007
Samurai Shodown Anthology (JP sales),PS2,Fighting,Ubisoft,2.0,2.0,6.0,43.0,3.0,6.53,0.01,2.06,8.61,7.01,2009
Akogare Girls Collection  Lovely Youchien Nikki,DS,Adventure,Sony Computer Entertainment,4.0,7.0,4.0,155.0,4.57,3.31,1.96,4.68,14.52,0.04,2009
Gorky Zero  Beyond Honor,PC,Shooter,IBM,10.0,1.0,2.0,230.0,6.91,2.98,1.97,3.09,14.95,3.22,2004
Razor Freestyle Scooter,PS,Sports,Ubisoft,7.0,3.0,3.0,198.0,3.0,0.26,1.28,0.17,2.17,3.67,2000
The Marbians,PSN,Puzzle,Omega,1.0,2.0,5.0,277.0,2.39,4.77,4.61,2.87,14.64,2.27,2005
Carol Vordermans Sudoku,PS2,Puzzle,Ubisoft,4.0,7.4,1.0,59.0,3.0,3.8,1.98,0.23,6.29,1.15,2007
Gunbird 2 Remix,PSN,Shooter,Electronic Arts,8.0,4.0,3.0,181.0,4.69,5.68,4.63,5.06,20.06,5.75,2019
Star Defender 2,PC,Shooter,Omega,2.0,8.0,5.0,98.0,4.84,2.93,5.04,4.18,16.99,3.59,2005
Armikrog,PS4,Adventure,Frontier Developments,9.0,5.0,4.0,214.0,5.56,4.04,1.83,3.55,14.98,2.63,2016
Atsumare  Power Pro Kun no DS Koushien,DS,Sports,Amazon Game Studios,4.0,10.0,2.0,62.0,3.0,2.67,0.1,3.26,6.13,3.4,2006
