title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,Production Cost,release_year
Aces of the Air,PS,Simulation,Sony Computer Entertainment,9.0,5.0,5.0,204.0,7.93,2.99,3.28,1.14,3.03,2002.0
Deus Ex  Human Revolution,PC,Shooter,Electronic Arts,10.0,8.7,10.0,129.0,3.0,0.25,2.13,0.26,1.78,2011.0
Sable Maze  Sullivan River,PC,Puzzle,Sony Computer Entertainment,7.0,3.0,9.0,270.0,3.28,3.29,3.03,5.63,3.13,2015.0
Madden NFL 11,PSN,Sports,Frontier Developments,9.0,4.0,4.0,142.0,1.39,1.46,2.62,2.7,2.66,2010.0
Cookie Shop,DS,Simulation,Ubisoft,3.0,9.0,4.0,255.0,3.96,2.83,3.43,2.1,3.0,2009.0
Sid Meiers Railroads ,PC,Simulation,Frontier Developments,1.0,7.0,10.0,16.0,3.0,0.01,3.48,0.03,3.51,2006.0
Moe Moe 2 Ji Daisenryaku 2,PS2,Adventure,Ubisoft,6.0,6.0,1.0,151.0,6.59,3.73,5.53,4.21,1.46,2010.0
Sexy Beach 3,PC,Simulation,Ubisoft,8.0,10.0,9.0,236.0,2.75,4.81,2.62,1.53,2.32,2006.0
Godzilla Unleashed,PS2,Fighting,Sony Computer Entertainment,3.0,4.3,4.0,170.0,4.85,1.76,2.17,3.62,3.57,2007.0
NBA 10 The Inside,PSN,Sports,Frontier Developments,1.0,8.0,7.0,182.0,5.76,5.91,3.8,1.88,1.09,2009.0
Neopets  The Darkest Faerie,PS2,Adventure,Sony Computer Entertainment,1.0,4.0,9.0,287.0,3.0,0.15,2.44,0.12,1.56,2005.0
Littlest Pet Shop  Garden,DS,Simulation,Electronic Arts,1.0,3.0,5.0,218.0,3.0,0.31,2.64,0.23,5.88,2008.0
Zombie Solitaire,PC,Puzzle,Frontier Developments,9.0,10.0,7.0,272.0,3.47,4.36,3.02,4.19,3.34,2013.0
The Guild  Gold Edition,PC,Simulation,Frontier Developments,2.0,1.0,8.0,63.0,5.42,4.44,4.08,4.29,1.32,2005.0
Disney Fairies  Tinker Bell and the Lost Treasure,DS,Adventure,Activision,3.0,1.0,2.0,14.0,1.03,0.57,0.02,0.35,2.69,2009.0
Hysteria Project,PSN,Adventure,Frontier Developments,7.0,3.0,6.0,153.0,7.79,1.02,1.31,5.79,1.93,2010.0
Judge Dredd  Dredd Vs Death,PC,Shooter,Electronic Arts,7.0,5.0,9.0,179.0,5.46,1.29,4.07,3.33,1.54,2005.0
Sega Ages 2500 Series Vol. 9  Gain Ground,PS2,Shooter,Electronic Arts,1.0,5.0,5.0,182.0,2.05,2.99,4.45,4.75,5.31,2004.0
Challenge Me  Brain Puzzles,DS,Puzzle,Ubisoft,7.0,6.0,5.0,133.0,3.0,0.06,1.53,6.2,4.56,2009.0
Rig Racer 2,PC,Racing,Amazon Game Studios,10.0,3.0,10.0,67.0,7.48,3.57,1.37,2.85,3.59,2005.0
Medal of Honor 10th Anniversary,PC,Shooter,Electronic Arts,8.0,5.0,6.0,167.0,6.58,2.7,4.03,5.87,2.98,2008.0
Crash Commando,PSN,Shooter,Amazon Game Studios,10.0,7.8,6.0,2.0,3.78,2.23,4.02,5.04,1.62,2008.0
Cindys Caribbean Holiday,PS,Adventure,Omega,10.0,10.0,2.0,83.0,2.47,2.6,3.0,4.76,2.24,2003.0
SCORE International Baja 1000  The Official Game,PC,Racing,Activision,6.0,3.0,9.0,228.0,5.02,3.85,3.94,5.25,5.41,2008.0
Shikaku Tantei  Sora no Sekai   Thousand Dreams,PS2,Adventure,IBM,7.0,7.0,10.0,74.0,7.97,1.26,1.23,4.36,3.79,2007.0
Rugby World Cup 2011,PS3,Sports,Omega,7.0,4.5,2.0,300.0,3.0,1.1,5.43,0.25,5.21,2011.0
Syphon Filter,PSN,Shooter,Electronic Arts,9.0,10.0,7.0,273.0,4.33,5.57,3.31,4.96,3.01,2006.0
Flock ,PC,Puzzle,Electronic Arts,8.0,1.0,2.0,148.0,1.12,1.9,2.43,2.47,2.66,2009.0
Star Wars Battlefront  Elite Squadron,DS,Shooter,Amazon Game Studios,7.0,5.9,4.0,131.0,3.0,0.42,2.91,0.04,0.01,2009.0
Gem Quest  4 Elements,DS,Puzzle,Sony Computer Entertainment,7.0,6.0,7.0,75.0,3.0,0.05,2.96,0.05,5.64,2011.0
Crime Cities,PC,Racing,Frontier Developments,7.0,4.0,1.0,176.0,2.63,4.03,1.14,1.2,3.09,2001.0
Vanishing Point,PS,Racing,Sony Computer Entertainment,5.0,1.0,6.0,152.0,3.0,0.06,3.7,0.04,4.12,2001.0
Professor Layton and the Last Specter,DS,Adventure,Amazon Game Studios,9.0,8.4,9.0,2.06,1.18,4.43,5.94,4.54,1.61,2011.0
Playboy  The Mansion,PS2,Simulation,Electronic Arts,5.0,3.0,3.0,50.0,3.0,0.1,4.23,0.08,6.21,2005.0
Unsolved Crimes,DS,Adventure,Activision,4.6,6.0,4.0,229.0,3.0,0.04,3.72,0.01,0.02,2008.0
Star Trek  Shattered Universe,PS2,Simulation,Ubisoft,5.0,6.0,6.0,183.0,3.0,0.05,4.85,0.04,6.75,2004.0
Simpsons Wrestling,PS,Fighting,Activision,3.0,5.0,6.0,135.0,1.51,0.23,4.45,1.16,5.72,2001.0
Alone in the Dark  Illumination,PC,Shooter,Sony Computer Entertainment,6.0,5.0,1.0,77.0,3.73,4.15,3.62,4.18,4.07,2015.0
Cabelas Alaskan Adventure,PC,Sports,Activision,5.0,7.0,10.0,113.0,6.29,1.08,4.96,1.18,3.18,2006.0
Conflict  Global Terror,PS2,Shooter,Frontier Developments,4.0,9.0,10.0,162.0,3.0,0.09,3.75,0.07,4.55,2005.0
Secret Files 2  Puritas Cordis,PC,Adventure,Frontier Developments,5.0,8.0,1.0,66.0,3.0,4.2,4.86,0.03,1.72,2009.0
Clever Kids  Pet Store,PC,Simulation,Ubisoft,4.0,5.0,3.0,237.0,6.97,1.91,3.03,3.15,3.18,2009.0
FIFA Street 2,DS,Sports,Sony Computer Entertainment,1.0,5.0,9.0,139.0,3.0,0.04,3.86,1.14,3.76,2006.0
Imagine  Party Planner,DS,Simulation,Ubisoft,6.0,1.0,9.0,41.0,3.0,0.05,2.65,6.12,3.53,2010.0
Challenge Me  Brain Puzzles 2,PC,Puzzle,Activision,10.0,6.0,7.0,266.0,5.21,4.75,2.02,2.94,1.6,2010.0
The First Mile,PC,Adventure,Frontier Developments,2.0,8.0,6.0,195.0,7.3,3.66,4.94,1.37,1.48,2005.0
Project FIFA World Cup,PS2,Sports,Frontier Developments,6.0,3.0,10.0,42.0,3.0,3.3,0.1,4.61,4.79,2002.0
Warriors of Vilvatikta,PC,Adventure,Activision,7.0,5.0,3.0,0.24,6.93,4.49,2.48,2.34,2.37,2016.0
Emergency 2012,PC,Simulation,IBM,8.0,4.0,9.0,153.0,3.0,0.04,1.91,0.05,4.66,2011.0
Cabelas Outdoor Adventures (2006),PS2,Sports,Activision,1.0,6.0,10.0,197.0,3.0,0.17,4.38,0.14,2.7,2005.0
TrackMania,PC,Racing,Sony Computer Entertainment,1.0,3.0,5.0,279.0,3.22,2.56,4.88,1.75,2.33,2004.0
Chains,PC,Puzzle,Sony Computer Entertainment,4.0,8.0,10.0,274.0,4.43,4.12,2.48,1.84,2.02,2008.0
F1 Race Stars,PS3,Racing,Frontier Developments,9.0,1.0,10.0,213.0,3.0,0.07,1.25,0.2,1.3,2012.0
Tiger Woods PGA Tour 2001,PC,Sports,Sony Computer Entertainment,1.0,4.0,4.0,167.0,5.16,4.15,3.68,6.66,3.0,2000.0
Boarder Zone,PC,Sports,Ubisoft,3.0,2.0,6.0,274.0,1.86,2.99,1.62,4.3,4.7,2000.0
Major League Baseball 2K8,PS3,Sports,Frontier Developments,8.0,8.0,9.0,199.0,3.0,0.28,5.47,1.64,3.27,2008.0
Call of Duty  World at War,DS,Shooter,Activision,7.0,7.4,2.0,27.0,3.0,0.56,1.85,0.25,2.66,2008.0
Madden NFL 08,PS2,Sports,Activision,4.0,1.0,8.0,142.0,2.57,2.14,4.51,0.08,1.06,2007.0
Star Defender 4,PC,Shooter,Activision,3.0,3.0,4.0,151.0,2.75,2.68,4.97,2.86,4.48,2007.0
SoulCalibur V,PS3,Fighting,Amazon Game Studios,8.0,3.0,2.0,1.02,7.93,2.92,1.41,5.58,1.59,2012.0
NBA 2K20,PC,Sports,Frontier Developments,7.0,10.0,6.0,102.0,6.63,4.45,2.48,5.38,3.4,2019.0
Nadesico  Aka no Rasen,PC,Adventure,Activision,5.0,10.0,6.0,168.0,5.08,4.47,2.53,6.87,5.28,2007.0
Project CARS 3,PS4,Racing,Activision,8.0,9.0,8.0,87.0,1.3,2.32,2.92,2.81,2.17,2019.0
Jewel Quest Mysteries 2  Trail of the Midnight Heart,DS,Puzzle,Activision,8.0,8.0,1.0,265.0,3.0,4.35,5.44,0.04,5.61,2011.0
I Spy Treasure Hunt,PC,Puzzle,Sony Computer Entertainment,5.0,7.0,10.0,155.0,6.97,7.17,4.06,6.02,2.69,2001.0
Eternal Champions,PC,Fighting,Omega,6.0,6.0,9.0,227.0,7.05,7.05,4.97,6.79,5.77,2010.0
Hot Wheels  Beat That ,PC,Racing,Activision,9.0,2.0,1.0,102.0,3.84,4.26,1.4,3.87,5.51,2007.0
Bratz  Forever Diamondz,DS,Adventure,Sony Computer Entertainment,8.0,3.0,6.0,116.0,1.48,0.43,4.32,0.88,5.95,2006.0
Dragons Lair (PSP),PSN,Adventure,Frontier Developments,7.0,10.0,5.0,11.0,3.66,4.5,1.68,4.55,2.08,2011.0
Gakkou o Tsukurou   Kouchou Sensei Monogatari,PS,Simulation,Electronic Arts,7.0,6.0,5.0,181.0,4.25,7.49,3.89,4.61,4.48,2000.0
RC de GO ,PS,Racing,Electronic Arts,5.0,1.0,8.0,266.0,3.68,3.18,2.64,4.9,1.73,2001.0
Superbike GP,PS2,Racing,Frontier Developments,5.0,4.0,4.0,167.0,7.64,4.37,5.38,5.97,4.83,2006.0
Pajama Sam 3  You Are What You Eat From Your Head To Your Feet,PC,Adventure,Ubisoft,10.0,8.0,3.0,14.0,3.21,2.44,2.86,1.44,3.05,2000.0
Red Faction  Guerrilla,PC,Shooter,Omega,4.0,8.3,9.0,165.0,3.0,5.56,1.4,0.03,5.52,2009.0
MXRider,PS2,Racing,IBM,9.0,3.0,6.0,192.0,3.0,0.16,5.57,0.13,1.12,2001.0
Harem Party,PC,Adventure,Omega,9.0,5.0,2.0,215.0,3.28,1.67,4.34,1.66,4.59,2011.0
Tokyo Xtreme Racer DRIFT 2,PS2,Racing,Electronic Arts,5.0,4.0,4.0,81.0,4.21,4.71,1.59,6.56,2.32,2007.0
Germanys Next Topmodel,PC,Simulation,Electronic Arts,10.0,9.0,8.0,134.0,6.13,4.28,1.25,3.16,5.1,2009.0
RACE  The WTCC Game   Caterham Expansion,PC,Racing,Activision,5.0,3.0,10.0,39.0,4.22,2.71,3.15,3.11,3.65,2007.0
Wild Rapids,PS,Sports,Electronic Arts,4.0,9.0,1.0,115.0,6.3,2.0,3.61,2.67,3.04,2000.0
Pokémon Trozei ,DS,Puzzle,Frontier Developments,6.0,2.0,7.0,73.0,3.0,0.25,0.31,5.61,1.06,2006.0
Sega Ages 2500 Series Vol. 2  Monaco GP,PS2,Racing,Frontier Developments,2.0,1.0,6.0,201.0,2.13,5.35,5.78,5.31,5.3,2003.0
Imagine  Animal Doctor,PC,Simulation,Activision,5.0,6.0,4.0,129.0,6.79,4.88,2.99,6.88,4.72,2002.0
D.C.P.C.  Da Capo Plus Communication,PC,Adventure,Activision,8.0,3.0,7.0,190.0,2.4,2.06,3.57,2.02,1.23,2004.0
Sekirei  Mirai Kara no Okurimono,PS2,Adventure,Sony Computer Entertainment,2.0,8.0,6.0,295.0,3.0,2.5,0.01,1.08,0.02,2009.0
Football Manager 2017,Linux,Simulation,Electronic Arts,2.0,1.0,7.0,248.0,1.51,7.54,3.12,2.45,4.51,2001.0
So Blonde,PC,Adventure,Electronic Arts,6.0,10.0,8.0,203.0,3.0,4.43,4.54,0.02,7.94,2008.0
Star Trek  D A C,PSN,Shooter,Ubisoft,4.0,8.0,2.0,228.0,5.41,3.94,3.44,6.79,1.96,2009.0
Basketball Xciting,PS2,Sports,IBM,10.0,5.0,8.0,113.0,2.9,1.18,3.09,2.48,2.89,2004.0
GT R 400,PS2,Racing,Frontier Developments,6.0,7.0,4.0,252.0,4.15,3.78,4.27,5.9,5.23,2004.0
NCAA March Madness 2002,PS2,Sports,Activision,2.0,7.0,8.0,300.0,6.13,2.7,2.58,2.05,2.69,2002.0
The Cat Lady,PC,Adventure,IBM,8.0,1.0,2.0,0.12,1.33,5.49,3.96,3.02,6.8,2012.0
SOCOM 4  U.S. Navy SEALs,PS3,Shooter,Amazon Game Studios,9.0,7.0,4.0,207.0,3.0,0.66,0.04,0.12,2.06,2011.0
All Star Tennis 2,PS,Sports,Ubisoft,1.0,2.0,5.0,103.0,1.69,7.19,3.15,5.77,0.84,2000.0
Petz  Dogz Pack,DS,Simulation,Ubisoft,10.0,6.0,8.0,271.0,3.9,7.01,2.29,3.54,4.47,2008.0
Harukanaru Toki no Naka de  Mai Hito Yo,DS,Adventure,Electronic Arts,7.0,3.0,9.0,159.0,1.66,3.5,5.68,1.99,3.53,2006.0
Tom Clancys Rainbow Six   Rainbow Six  Rogue Spear,PS,Shooter,Ubisoft,2.0,1.0,6.0,147.0,5.78,2.77,5.55,1.3,1.1,2002.0
Paws & Claws  Dogs & Cats Best Friends,DS,Simulation,Ubisoft,1.0,8.0,6.0,102.0,3.0,0.46,1.8,0.01,1.2,2007.0
The Secrets of Atlantis  The Sacred Legacy,PC,Adventure,Omega,3.0,1.0,1.0,3.0,7.69,7.92,5.38,5.17,6.27,2007.0
Puzzle Quest  Challenge of the Warlords,DS,Puzzle,IBM,6.0,1.0,10.0,288.0,3.0,0.28,0.03,0.01,1.57,2007.0
Broken Sword  The Sleeping Dragon,PC,Adventure,Frontier Developments,9.0,3.0,2.0,283.0,2.52,1.32,1.18,1.15,6.21,2003.0
Netorarezuma  Quintuple Pack,PC,Adventure,Amazon Game Studios,7.0,4.0,8.0,35.0,3.41,1.58,1.71,6.51,5.86,2011.0
Touch the Dead,DS,Shooter,Amazon Game Studios,4.0,6.0,3.0,152.0,3.0,0.2,1.88,3.71,2.86,2007.0
Tony Hawks Project 8,PS3,Sports,Activision,9.0,7.9,10.0,298.0,3.0,0.3,0.01,0.23,4.59,2006.0
Tenshou Gakuen Gekkouroku,PS2,Adventure,Activision,10.0,8.0,6.0,293.0,3.0,3.97,0.04,2.8,4.86,2006.0
Terminator Salvation,PC,Shooter,Sony Computer Entertainment,6.0,7.0,4.0,154.0,1.5,2.77,1.81,3.66,5.46,2009.0
Street Fighter V,PC,Fighting,IBM,6.0,5.0,2.0,155.0,3.0,2.62,2.07,0.06,2.0,2016.0
Hidden Invasion,PS2,Shooter,Activision,5.0,7.0,5.0,17.0,3.0,0.04,1.77,0.03,3.29,2002.0
7 Wonders  Treasures of Seven,DS,Puzzle,Frontier Developments,7.0,4.0,9.0,108.0,3.0,0.01,2.6,0.02,1.11,2011.0
Fizz,DS,Puzzle,Electronic Arts,5.0,5.0,6.0,242.0,2.24,3.02,4.99,6.18,3.51,2008.0
Pia Carrot G.O. Toy Box Summer Fair,PC,Adventure,Ubisoft,8.0,8.0,10.0,195.0,7.33,4.25,4.92,6.06,3.59,2006.0
Kakuge Yaro  Fighting Game Creator,PS,Fighting,Frontier Developments,4.0,7.0,6.0,33.0,3.5,2.06,2.45,6.38,5.12,2000.0
Gun,PC,Shooter,Activision,10.0,1.0,3.0,18.0,3.0,3.89,5.16,0.01,2.92,2005.0
Robotech  Battlecry,PS2,Shooter,Amazon Game Studios,8.0,1.0,9.0,159.0,3.0,0.3,4.35,0.23,5.87,2002.0
Battle Fantasia,PSN,Fighting,Frontier Developments,7.0,7.0,6.0,202.0,5.54,3.53,1.55,2.85,6.65,2009.0
Numblast (PSP),PSN,Puzzle,Electronic Arts,3.0,2.0,3.0,87.0,5.98,4.98,1.82,1.89,3.5,2009.0
Half Life  Counter Strike,PC,Shooter,Ubisoft,10.0,8.8,6.0,240.0,7.48,6.64,1.23,3.77,5.96,2000.0
Utawarerumono  Chiriyukusha e no Komoriuta,PS2,Adventure,Sony Computer Entertainment,10.0,7.0,1.0,56.0,3.0,2.53,0.11,5.17,3.8,2006.0
FirePower for Microsoft Combat Flight Simulator 3,PC,Simulation,Ubisoft,3.0,8.0,5.0,206.0,3.0,1.02,3.06,4.01,1.82,2004.0
NASCAR Thunder 2003,PC,Racing,Electronic Arts,1.0,8.0,1.0,214.0,5.03,1.88,4.62,3.92,3.39,2002.0
Power Spike Pro Beach Volleyball,PS,Sports,Omega,9.0,3.0,2.0,70.0,3.0,0.03,3.05,0.02,0.03,2000.0
Trainz Ultimate Collection,PC,Simulation,IBM,8.0,2.0,4.0,27.0,7.09,6.0,3.24,5.72,2.59,2014.0
Powerplay Tennis,DS,Sports,Ubisoft,5.0,3.0,2.0,136.0,3.0,0.01,3.37,2.16,2.83,2008.0
Back to the Future  The Game   Episode II  Get Tannen ,PSN,Adventure,Ubisoft,9.0,5.0,2.0,68.0,3.91,3.94,4.48,3.08,2.3,2011.0
The King of Fighters Kyo,PSN,Fighting,Sony Computer Entertainment,8.0,2.0,1.0,164.0,3.48,1.91,3.77,2.72,5.95,2007.0
Tiger Woods PGA Tour 2004,PC,Sports,Activision,2.0,1.0,3.0,154.0,2.87,4.74,2.69,5.2,7.01,2003.0
Hoshizora no Comic Garden,DS,Adventure,Ubisoft,5.0,4.0,8.0,114.0,3.0,4.77,0.01,1.55,6.41,2008.0
Pogo Island,DS,Adventure,Activision,9.0,5.0,10.0,28.0,6.43,1.28,5.55,1.79,5.37,2007.0
Yars Revenge,PSN,Shooter,Electronic Arts,6.0,6.0,1.0,273.0,4.45,1.36,3.2,2.54,3.89,2018.0
Hello Kitty  Birthday Adventures,DS,Adventure,Ubisoft,6.0,2.0,6.0,103.0,3.0,0.06,1.48,0.1,3.33,2010.0
The Operative  No One Lives Forever,PC,Shooter,IBM,1.0,8.9,2.0,214.0,5.53,3.33,2.43,3.94,0.02,2000.0
Smash Cars,PS2,Racing,Activision,1.0,6.0,7.0,218.0,3.0,0.06,2.0,0.04,4.07,2003.0
Bliss Island,PSN,Puzzle,Electronic Arts,4.0,5.7,5.0,289.0,2.77,3.3,3.21,3.0,6.06,2009.0
Toki Tori 2 ,PC,Puzzle,Activision,9.0,1.0,5.0,0.15,5.84,2.35,1.17,3.57,3.29,2016.0
Soldner  Marine Corps,PC,Shooter,Amazon Game Studios,6.0,7.0,1.0,198.0,3.67,4.05,1.52,1.72,6.36,2005.0
Mitsu x Mitsu Drops  Love x Love Honey Life,PS2,Adventure,Amazon Game Studios,1.0,9.0,6.0,299.0,3.0,2.29,0.01,4.83,1.96,2006.0
The Biggest Loser,DS,Sports,Ubisoft,10.0,1.0,4.0,142.0,3.0,0.18,2.4,0.11,3.43,2009.0
Killer Instinct (2013),PC,Fighting,Omega,9.0,5.0,4.0,190.0,5.79,3.12,2.12,6.86,5.31,2016.0
Tom Clancys Rainbow 6  Patriots,PC,Shooter,Ubisoft,7.0,7.0,4.0,60.0,2.92,5.93,5.94,2.41,4.31,2014.0
Marvel Nemesis  Rise of the Imperfects,PS2,Fighting,Activision,5.0,10.0,8.0,157.0,3.0,0.64,5.71,0.02,5.99,2005.0
Novastrike,PSN,Shooter,Ubisoft,4.0,9.0,10.0,64.0,4.94,4.45,4.35,1.74,2.56,2008.0
Turba,PC,Puzzle,Electronic Arts,8.0,5.0,1.0,217.0,5.58,1.1,5.37,5.35,3.09,2010.0
Apocalyptica,PC,Shooter,Electronic Arts,9.0,3.0,8.0,254.0,3.56,2.13,5.46,3.11,1.7,2004.0
WWE 2K15,PS4,Sports,Frontier Developments,7.0,9.0,4.0,231.0,1.16,0.4,1.48,0.57,4.41,2014.0
Machi no Pet Ya San DS 2  Wannyan 333 Hiki Daishuugou ,DS,Simulation,Electronic Arts,6.0,2.0,1.0,168.0,5.47,3.28,3.9,2.38,4.95,2009.0
Wipeout Pure,PSN,Racing,Sony Computer Entertainment,6.0,9.0,8.0,265.0,7.67,4.33,2.24,1.67,1.65,2007.0
Port Royale 3,PC,Simulation,Activision,9.0,7.0,9.0,0.2,4.48,3.73,2.86,4.73,4.43,2012.0
Blacklight  Retribution,PC,Shooter,Amazon Game Studios,6.0,10.0,5.0,132.0,5.4,4.58,1.13,3.7,3.94,2012.0
Air Conflicts  Pacific Carriers,PS4,Simulation,Sony Computer Entertainment,8.0,1.0,10.0,111.0,7.18,4.88,5.53,1.64,0.03,2015.0
Catch & Release,PS4,Simulation,Electronic Arts,8.0,3.0,3.0,65.0,7.2,1.06,4.98,1.35,1.78,2018.0
MVP 07 NCAA Baseball,PS2,Sports,Electronic Arts,7.0,8.0,5.0,125.0,1.34,3.65,5.91,6.28,2.94,2007.0
Street Fighter IV,PC,Fighting,Frontier Developments,4.0,9.1,4.0,103.0,3.0,0.07,3.29,0.05,4.42,2009.0
Total Overdose  A Gunslingers Tale in Mexico,PS2,Shooter,Activision,6.0,4.0,3.0,226.0,3.0,0.04,1.12,0.04,5.72,2005.0
Sorcerers Maze,PSN,Puzzle,Sony Computer Entertainment,7.0,2.0,9.0,265.0,5.21,1.01,2.8,5.98,3.23,2010.0
Pet Vet  Down Under,DS,Simulation,Omega,5.0,6.0,10.0,169.0,3.0,0.04,2.56,3.38,4.76,2009.0
Carol Vordermans Sudoku,PSN,Puzzle,Ubisoft,1.0,7.4,7.0,244.0,2.02,1.72,2.39,3.39,7.42,2008.0
Madden NFL 12,PS3,Sports,Frontier Developments,6.0,7.8,4.0,62.0,2.27,1.93,3.08,0.15,5.08,2011.0
Luxor  Pharaohs Challenge,PSN,Puzzle,IBM,1.0,2.0,4.0,17.0,2.15,4.89,3.95,3.91,5.88,2007.0
MLB 12  The Show,PS3,Sports,Omega,6.0,4.0,7.0,76.0,3.0,0.86,5.76,3.45,3.82,2012.0
Hells Kitchen  The Game,PC,Simulation,Ubisoft,1.0,4.0,8.0,136.0,2.58,7.02,2.15,1.36,4.82,2008.0
Scooby Doo  Mystery Mayhem,PS2,Adventure,Omega,3.0,7.0,6.0,148.0,3.0,0.22,5.28,0.17,6.5,2004.0
F24  Stealth Fighter,DS,Simulation,Frontier Developments,4.0,2.0,3.0,194.0,1.77,1.7,3.99,2.28,5.16,2007.0
GRIP  Combat Racing,PS4,Racing,Amazon Game Studios,9.0,7.0,7.0,21.0,3.0,0.01,4.95,5.7,2.93,2018.0
Battlefield 4,PS3,Shooter,Electronic Arts,8.0,8.7,3.0,185.0,3.64,1.31,0.27,1.5,6.08,2013.0
EVE  burst error Plus,PS2,Adventure,Sony Computer Entertainment,5.0,4.0,4.0,76.0,2.58,3.59,1.76,3.17,6.43,2003.0
Separate Blue,PC,Adventure,Omega,9.0,3.0,7.0,64.0,3.39,1.66,2.99,6.59,3.75,2003.0
NBA Live 08,PS2,Sports,Electronic Arts,1.0,4.0,10.0,262.0,3.0,0.59,0.01,0.02,1.67,2007.0
Guilty Gear Xrd REV 2,PS4,Fighting,Activision,7.0,1.0,7.0,36.0,3.0,0.04,0.03,0.01,3.0,2017.0
The Golden Compass,PS2,Adventure,Omega,7.0,2.0,3.0,137.0,3.0,0.13,2.57,4.59,4.53,2007.0
Saint Seiya  Soldiers Soul,PS4,Fighting,Frontier Developments,8.0,1.0,3.0,300.0,3.0,1.9,0.05,0.21,4.54,2015.0
Q*bert 2005,PC,Puzzle,Activision,9.0,3.0,3.0,76.0,6.41,2.35,5.44,4.74,5.47,2005.0
Monkey Island 2 Special Edition  LeChuck’s Revenge,PC,Adventure,Frontier Developments,7.0,5.0,5.0,201.0,1.69,4.34,3.89,4.56,4.05,2010.0
Alice Greenfingers,PC,Puzzle,Activision,5.0,6.0,3.0,115.0,5.98,1.81,2.31,5.59,1.09,2007.0
Ener G Horse Riders,DS,Sports,Ubisoft,3.0,3.0,5.0,170.0,3.0,0.14,2.1,0.01,4.22,2008.0
Jikkyou Powerful Major League 2009,PS2,Sports,Electronic Arts,9.0,8.0,1.0,179.0,3.0,3.23,0.08,6.53,3.69,2009.0
Namco All Stars  Pac Man and Dig Dug,PC,Puzzle,Activision,5.0,6.0,6.0,92.0,2.32,2.97,5.59,6.97,3.33,2009.0
Ghost Trick  Phantom Detective,DS,Adventure,Frontier Developments,6.0,8.2,10.0,136.0,3.0,0.17,0.12,0.08,2.08,2011.0
Combat Wings  The Great Battles of WWII,PS3,Simulation,Amazon Game Studios,6.0,2.0,3.0,99.0,4.53,3.54,5.89,6.95,1.32,2012.0
Animal Paradise,DS,Simulation,Electronic Arts,7.0,3.0,1.0,25.0,3.0,0.09,4.95,0.14,2.71,2008.0
Total Club Manager 2004,PS2,Sports,Electronic Arts,10.0,10.0,1.0,294.0,4.01,3.83,4.37,6.42,2.92,2003.0
Clever Kids  Pet Store,DS,Simulation,IBM,4.0,7.0,5.0,135.0,3.8,1.0,5.81,5.59,5.85,2009.0
The Abbey,PC,Adventure,Omega,9.0,9.0,6.0,19.0,1.72,3.56,4.75,1.11,5.53,2008.0
Bomberman Jetters,PS2,Puzzle,Ubisoft,3.0,6.0,10.0,2.0,7.85,3.24,2.47,1.67,3.36,2002.0
Project Fashion,PC,Adventure,Electronic Arts,3.0,2.0,2.0,214.0,6.63,1.06,4.1,4.48,6.67,2007.0
Airline Tycoon,PC,Simulation,Frontier Developments,2.0,9.0,7.0,207.0,3.0,3.18,4.51,0.01,2.96,2001.0
XS Moto,PS,Racing,Ubisoft,10.0,2.0,6.0,275.0,1.85,2.71,3.02,6.27,2.68,2003.0
G1 Jockey 4 2008,PS3,Sports,Ubisoft,1.0,4.0,6.0,300.0,3.0,3.17,3.1,6.37,4.46,2008.0
Pizza Morgana,PC,Adventure,Omega,10.0,9.0,3.0,281.0,4.27,3.15,5.13,4.01,3.13,2009.0
Majesty 2  The Fantasy Kingdom Sim,Linux,Simulation,Activision,5.0,6.0,8.0,253.0,7.83,1.73,5.73,2.25,2.71,2009.0
Pro Yakyuu Spirits 2,PS2,Sports,Sony Computer Entertainment,7.0,8.0,5.0,62.0,6.32,2.87,3.98,2.06,1.78,2005.0
Ochaken no Heya DS 3,DS,Simulation,Electronic Arts,6.0,3.0,4.0,266.0,4.75,1.7,1.14,4.51,3.39,2008.0
NBA Live 2001,PS,Sports,Amazon Game Studios,7.0,1.0,9.0,95.0,1.25,0.7,3.99,0.47,2.49,2000.0
1nsane,PC,Racing,Sony Computer Entertainment,3.0,1.0,5.0,236.0,4.68,4.07,2.26,2.21,1.85,2001.0
Derby Time Online,PS3,Sports,Sony Computer Entertainment,7.0,10.0,4.0,157.0,3.0,1.13,0.01,5.11,3.31,2008.0
Duke Nukem 3D  20th Anniversary World Tour,PC,Shooter,Sony Computer Entertainment,6.0,10.0,3.0,133.0,7.59,4.22,5.49,3.67,3.57,2016.0
Clock Zero  Shuuen no Ichibyou,PS2,Adventure,Ubisoft,6.0,10.0,10.0,87.0,7.66,3.0,3.92,1.59,5.32,2010.0
Pixel Puzzles 2  Anime,PC,Puzzle,Ubisoft,7.0,5.0,8.0,0.16,6.0,3.41,1.47,2.9,3.37,2015.0
Myst III  Exile,PC,Adventure,Ubisoft,10.0,7.0,1.0,140.0,2.28,6.86,2.56,3.94,1.67,2001.0
Major League Baseball 2K9,PC,Sports,Frontier Developments,9.0,4.0,4.0,206.0,5.9,4.37,3.65,4.35,2.86,2009.0
